id,title,work_role_id
K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy.  OM-DTA-001
K0004,Knowledge of cybersecurity and privacy principles.,OM-DTA-001
K0005,Knowledge of cyber threats and vulnerabilities. ,OM-DTA-001
K0006,Knowledge of specific operational impacts of cybersecurity lapses.,OM-DTA-001
K0020,Knowledge of data administration and data standardization policies.,OM-DTA-001
K0021,Knowledge of data backup and recovery.,OM-DTA-001
K0022,Knowledge of data mining and data warehousing principles.,OM-DTA-001
K0023,"Knowledge of database management systems, query languages, table relationships, and views. OM-DTA-001
K0025,Knowledge of digital rights management.,OM-DTA-001
K0031,Knowledge of enterprise messaging systems and associated software.,OM-DTA-001
K0056,"Knowledge of network access, identity, and access management (e.g., public key infrastructure, Oauth, OpenID, SAML, SPML). OM-DTA-001
K0060,Knowledge of operating systems.,OM-DTA-001
K0065,Knowledge of policy-based and risk adaptive access controls.,OM-DTA-001
K0069,Knowledge of query languages such as SQL (structured query language).,OM-DTA-001
K0083,"Knowledge of sources, characteristics, and uses of the organization’s data assets. OM-DTA-001
K0097,Knowledge of the characteristics of physical and virtual data storage media.,OM-DTA-001
K0197,"Knowledge of database access application programming interfaces (e.g., Java Database Connectivity [JDBC]). OM-DTA-001
K0260,Knowledge of Personally Identifiable Information (PII) data security standards.,OM-DTA-001
K0261,Knowledge of Payment Card Industry (PCI) data security standards.,OM-DTA-001
K0262,Knowledge of Personal Health Information (PHI) data security standards.,OM-DTA-001
K0277,"Knowledge of current and emerging data encryption (e.g., Column and Tablespace Encryption, file and disk encryption) security features in databases (e.g. built-in cryptographic key management features). OM-DTA-001
K0278,Knowledge of current and emerging data remediation security features in databases.,OM-DTA-001
K0287,Knowledge of an organization's information classification program and procedures for information compromise.,OM-DTA-001
K0420,Knowledge of database theory.,OM-DTA-001
S0002,Skill in allocating storage capacity in the design of data management systems.,OM-DTA-001
S0013,Skill in conducting queries and developing algorithms to analyze data structures.,OM-DTA-001
S0037,Skill in generating queries and reports.,OM-DTA-001
S0042,"Skill in maintaining databases. (i.e., backup, restore, delete data, transaction log files, etc.). OM-DTA-001
S0045,Skill in optimizing database performance.,OM-DTA-001
A0176,"Ability to maintain databases. (i.e., backup, restore, delete data, transaction log files, etc.). OM-DTA-001
K0001,"Knowledge of computer networking concepts and protocols, and network security methodologies.  OV-MGT-002
K0002,"Knowledge of risk management processes (e.g., methods for assessing and mitigating risk). OV-MGT-002
K0003,"Knowledge of laws, regulations, policies, and ethics as they relate to cybersecurity and privacy.  OV-MGT-002
K0004,Knowledge of cybersecurity and privacy principles.,OV-MGT-002
K0005,Knowledge of cyber threats and vulnerabilities. ,OV-MGT-002
K0006,Knowledge of specific operational impacts of cybersecurity lapses.,OV-MGT-002
K0018,Knowledge of encryption algorithms ,OV-MGT-002
K0026,Knowledge of business continuity and disaster recovery continuity of operations plans.,OV-MGT-002
K0038,"Knowledge of cybersecurity and privacy principles used to manage risks related to the use, processing, storage, and transmission of information or data. OV-MGT-002
K0042,Knowledge of incident response and handling methodologies.,OV-MGT-002
K0090,"Knowledge of system life cycle management principles, including software security and usability. OV-MGT-002
K0101,Knowledge of the organization’s enterprise information technology (IT) goals and objectives.,OV-MGT-002
K0121,Knowledge of information security program management and project management principles and techniques.,OV-MGT-002
K0126,Knowledge of Supply Chain Risk Management Practices (NIST SP 800-161),OV-MGT-002
K0163,Knowledge of critical information technology (IT) procurement requirements.,OV-MGT-002
K0267,"Knowledge of laws, policies, procedures, or governance relevant to cybersecurity for critical infrastructures. OV-MGT-002
K0285,Knowledge of implementing enterprise key escrow systems to support data-at-rest encryption.,OV-MGT-002
K0287,Knowledge of an organization's information classification program and procedures for information compromise.,OV-MGT-002
K0622,"Knowledge of controls related to the use, processing, storage, and transmission of data. OV-MGT-002
S0027,"Skill in determining how a security system should work (including its resilience and dependability capabilities) and how changes in conditions, operations, or the environment will affect these outcomes. OV-MGT-002
S0059,Skill in using Virtual Private Network (VPN) devices and encryption.,OV-MGT-002
S0138,"Skill in using Public-Key Infrastructure (PKI) encryption and digital signature capabilities into applications (e.g., S/MIME email, SSL traffic). OV-MGT-002
A0163,"Ability to interpret Communications Security (COMSEC) terminology, guidelines and procedures. OV-MGT-002
A0164,Ability to identify the roles and responsibilities for appointed Communications Security (COMSEC) personnel.,OV-MGT-002
A0165,"Ability to manage Communications Security (COMSEC) material accounting, control and use procedure. OV-MGT-002
A0166,Ability to identify types of Communications Security (COMSEC) Incidents and how they’re reported.,OV-MGT-002
A0167,Ability to recognize the importance of auditing Communications Security (COMSEC) material and accounts.,OV-MGT-002
A0168,Ability to Identify the requirements of In-Process accounting for Communications Security (COMSEC).,OV-MGT-002
T0084,Employ secure configuration management processes.,SP-ARC-001
T0090,Ensure that acquired or developed system(s) and architecture(s) are consistent with organization's cybersecurity architecture guidelines.,SP-ARC-001
T0108,Identify and prioritize critical business functions in collaboration with organizational stakeholders.,SP-ARC-001
T0196,"Provide advice on project costs, design concepts, or design changes. SP-ARC-001
T0205,"Provide input to the Risk Management Framework process activities and related documentation (e.g., system life-cycle support plans, concept of operations, operational procedures, and maintenance training materials). SP-ARC-001
T0307,"Analyze candidate architectures, allocate security services, and select security mechanisms.  SP-ARC-001
T0314,"Develop a system security context, a preliminary system security Concept of Operations (CONOPS), and define baseline system security requirements in accordance with applicable cybersecurity requirements.  SP-ARC-001
T0328,Evaluate security architectures and designs to determine the adequacy of security design and architecture proposed or provided in response to requirements contained in acquisition documents. ,SP-ARC-001
T0338,Write detailed functional specifications that document the architecture development process. ,SP-ARC-001
T0427,Analyze user needs and requirements to plan architecture.,SP-ARC-001
T0440,Capture and integrate essential system capabilities or business functions required for partial or full system restoration after a catastrophic failure event.,SP-ARC-001
T0448,Develop enterprise architecture or system components required to meet user needs.,SP-ARC-001
T0473,Document and update as necessary all definition and architecture activities.,SP-ARC-001
T0517,Integrate results regarding the identification of gaps in security architecture.,SP-ARC-001
T0521,Plan implementation strategy to ensure that enterprise components can be integrated and aligned.,SP-ARC-001
T0542,Translate proposed capabilities into technical requirements.,SP-ARC-001
T0555,Document how the implementation of a new system or new interface between systems impacts the current and target environment including but not limited to security posture.,SP-ARC-001
T0557,Integrate key management functions as related to cyberspace.,SP-ARC-001
T0184,Plan and conduct security authorization reviews and assurance case development for initial installation of systems and networks.,SP-RSK-002
T0221,"Review authorization and assurance documents to confirm that the level of risk is within acceptable limits for each software application, system, and network. SP-RSK-002
