date,domain_source,incumbents_responding,onet_soc_code,task,task_id,task_type,title
08/2019,Incumbent,65,25-1125.00,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",6369,Core,"History Teachers, Postsecondary"
08/2019,Incumbent,65,25-1125.00,Collaborate with colleagues to address teaching and research issues.,6368,Core,"History Teachers, Postsecondary"
08/2019,Incumbent,65,25-1125.00,Advise students on academic and vocational curricula and on career issues.,6367,Core,"History Teachers, Postsecondary"
08/2019,Incumbent,64,25-1125.00,"Participate in student recruitment, registration, and placement activities.",6372,Core,"History Teachers, Postsecondary"
08/2019,Incumbent,64,25-1125.00,Write grant proposals to procure external research funding.,6376,Core,"History Teachers, Postsecondary"
08/2019,Incumbent,63,25-1125.00,Compile bibliographies of specialized materials for outside reading assignments.,6373,Core,"History Teachers, Postsecondary"
08/2019,Incumbent,63,25-1125.00,"Develop, maintain, and teach online courses.",20102,Supplemental,"History Teachers, Postsecondary"
08/2019,Incumbent,65,25-1125.00,Participate in campus and community events.,6370,Supplemental,"History Teachers, Postsecondary"
08/2019,Incumbent,64,25-1125.00,Act as advisers to student organizations.,6371,Supplemental,"History Teachers, Postsecondary"
08/2019,Incumbent,64,25-1125.00,Teach community courses and speak to local groups and organizations.,20103,Supplemental,"History Teachers, Postsecondary"
08/2019,Incumbent,63,25-1125.00,"Provide professional consulting services to government, educational institutions, or industry.",6377,Supplemental,"History Teachers, Postsecondary"
08/2019,Incumbent,99,25-1126.00,"Evaluate and grade students' class work, assignments, and papers.",6378,Core,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,98,25-1126.00,"Initiate, facilitate, and moderate classroom discussions.",6379,Core,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,99,25-1126.00,"Prepare and deliver lectures to undergraduate or graduate students and the community on topics such as ethics, logic, and contemporary religious thought.",20104,Core,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,99,25-1126.00,"Compile, administer, and grade examinations, or assign this work to others.",6382,Core,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,99,25-1126.00,"Prepare course materials, such as syllabi, homework assignments, and handouts.",6381,Core,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,99,25-1126.00,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",6383,Core,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,98,25-1126.00,"Maintain student attendance records, grades, and other required records.",6384,Core,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,99,25-1126.00,Write articles and books.,20105,Core,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,97,25-1126.00,"Perform administrative duties, such as serving as department head.",6390,Core,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,99,25-1126.00,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",6389,Core,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,99,25-1126.00,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",6385,Core,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,99,25-1126.00,Maintain regularly scheduled office hours to advise and assist students.,6386,Core,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,99,25-1126.00,Advise students on academic and vocational curricula and on career issues.,6388,Core,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,99,25-1126.00,"Supervise undergraduate or graduate teaching, internship, and research work.",6396,Core,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,99,25-1126.00,"Select and obtain materials and supplies, such as textbooks.",6387,Core,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,99,25-1126.00,Collaborate with colleagues to address teaching and research issues.,6392,Core,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,99,25-1126.00,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",6391,Core,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,99,25-1126.00,"Participate in student recruitment, registration, and placement activities.",6395,Core,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,99,25-1126.00,Compile bibliographies of specialized materials for outside reading assignments.,6394,Core,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,98,25-1126.00,Participate in campus and community events.,6393,Core,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,99,25-1126.00,Act as advisers to student organizations.,6397,Core,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,99,25-1126.00,Write grant proposals to procure external research funding.,6398,Supplemental,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,97,25-1126.00,Provide professional consulting services to government or industry.,6399,Supplemental,"Philosophy and Religion Teachers, Postsecondary"
08/2019,Incumbent,105,25-1192.00,"Evaluate and grade students' class work, laboratory work, projects, assignments, and papers.",6400,Core,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,104,25-1192.00,"Prepare course materials, such as syllabi, homework assignments, and handouts.",6403,Core,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,105,25-1192.00,"Prepare and deliver lectures to undergraduate or graduate students on topics such as food science, nutrition, and child care.",6402,Core,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,105,25-1192.00,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",6404,Core,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,105,25-1192.00,"Initiate, facilitate, and moderate classroom discussions.",6401,Core,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,105,25-1192.00,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",6406,Core,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,105,25-1192.00,"Compile, administer, and grade examinations, or assign this work to others.",6407,Core,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,105,25-1192.00,"Maintain student attendance records, grades, and other required records.",6405,Core,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,104,25-1192.00,Maintain regularly scheduled office hours to advise and assist students.,6409,Core,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,104,25-1192.00,Advise students on academic and vocational curricula and on career issues.,6408,Core,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,104,25-1192.00,"Supervise undergraduate or graduate teaching, internship, and research work.",6410,Core,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,105,25-1192.00,"Select and obtain materials and supplies, such as textbooks.",6411,Core,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,104,25-1192.00,Collaborate with colleagues to address teaching and research issues.,6413,Core,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,105,25-1192.00,"Participate in student recruitment, registration, and placement activities.",6415,Core,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,105,25-1192.00,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",6416,Core,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,105,25-1192.00,Participate in campus and community events.,6417,Core,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,105,25-1192.00,Compile bibliographies of specialized materials for outside reading assignments.,6418,Core,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,104,25-1192.00,Conduct faculty performance evaluations.,21132,Supplemental,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,104,25-1192.00,"Perform administrative duties, such as serving as department head.",6419,Supplemental,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,105,25-1192.00,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",6412,Supplemental,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,105,25-1192.00,Act as advisers to student organizations.,6414,Supplemental,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,105,25-1192.00,Write grant proposals to procure external research funding.,6420,Supplemental,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,103,25-1192.00,Provide professional consulting services to government or industry.,6421,Supplemental,"Family and Consumer Sciences Teachers, Postsecondary"
08/2019,Incumbent,87,25-1193.00,"Initiate, facilitate, and moderate classroom discussions.",6429,Core,"Recreation and Fitness Studies Teachers, Postsecondary"
08/2019,Incumbent,87,25-1193.00,"Prepare course materials, such as syllabi, homework assignments, and handouts.",6425,Core,"Recreation and Fitness Studies Teachers, Postsecondary"
08/2019,Incumbent,87,25-1193.00,"Maintain student attendance records, grades, and other required records.",6423,Core,"Recreation and Fitness Studies Teachers, Postsecondary"
08/2019,Incumbent,87,25-1193.00,"Evaluate and grade students' class work, assignments, and papers.",6422,Core,"Recreation and Fitness Studies Teachers, Postsecondary"
08/2019,Incumbent,87,25-1193.00,"Prepare and deliver lectures to undergraduate or graduate students on topics such as anatomy, therapeutic recreation, and conditioning theory.",6424,Core,"Recreation and Fitness Studies Teachers, Postsecondary"
08/2019,Incumbent,87,25-1193.00,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.",6428,Core,"Recreation and Fitness Studies Teachers, Postsecondary"
08/2019,Incumbent,87,25-1193.00,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",6430,Core,"Recreation and Fitness Studies Teachers, Postsecondary"
08/2019,Incumbent,87,25-1193.00,"Compile, administer, and grade examinations, or assign this work to others.",6426,Core,"Recreation and Fitness Studies Teachers, Postsecondary"
08/2019,Incumbent,87,25-1193.00,Advise students on academic and vocational curricula and on career issues.,6431,Core,"Recreation and Fitness Studies Teachers, Postsecondary"
